Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-02-05 00:00:00-05:00,36.9991069025699,37.268558502197266,36.9991069025699,37.268558502197266,5400,0.0,0.0,0.0
2015-02-06 00:00:00-05:00,37.428544369643355,37.428544369643355,37.18435287475586,37.18435287475586,2200,0.0,0.0,0.0
2015-02-09 00:00:00-05:00,37.10014256327193,37.12540263939424,36.99067687988281,36.99067687988281,2300,0.0,0.0,0.0
2015-02-10 00:00:00-05:00,37.15909160373183,37.43696212768555,37.09172710573331,37.43696212768555,3500,0.0,0.0,0.0
2015-02-11 00:00:00-05:00,37.35275726527779,37.43695967013239,37.285392771701424,37.369598388671875,2700,0.0,0.0,0.0
2015-02-12 00:00:00-05:00,37.714827806156926,37.82429027384427,37.70640563964844,37.70640563964844,2500,0.0,0.0,0.0
2015-02-13 00:00:00-05:00,37.85797645605416,37.90849982401763,37.83271637813028,37.88323974609375,5400,0.0,0.0,0.0
2015-02-17 00:00:00-05:00,37.95903175501207,38.00113296508789,37.95903175501207,38.00113296508789,1100,0.0,0.0,0.0
2015-02-18 00:00:00-05:00,37.92534493253533,37.98428726196289,37.92534493253533,37.98428726196289,1500,0.0,0.0,0.0
2015-02-19 00:00:00-05:00,37.94217470868928,37.99269485473633,37.90849246991452,37.99269485473633,1100,0.0,0.0,0.0
2015-02-20 00:00:00-05:00,37.96743880158921,38.177947998046875,37.756929605131546,38.177947998046875,1400,0.0,0.0,0.0
2015-02-23 00:00:00-05:00,38.16951901674329,38.16951901674329,38.118995666503906,38.118995666503906,500,0.0,0.0,0.0
2015-02-24 00:00:00-05:00,38.22005175738577,38.33793640136719,38.22005175738577,38.33793640136719,2000,0.0,0.0,0.0
2015-02-25 00:00:00-05:00,38.2200546360661,38.354780412494456,38.2200546360661,38.30426025390625,3900,0.0,0.0,0.0
2015-02-26 00:00:00-05:00,38.329521009101434,38.329521009101434,38.228477478027344,38.228477478027344,400,0.0,0.0,0.0
2015-02-27 00:00:00-05:00,38.25373984686579,38.25373984686579,38.19479751586914,38.19479751586914,200,0.0,0.0,0.0
2015-03-02 00:00:00-05:00,38.18638007404413,38.312686920166016,38.18638007404413,38.312686920166016,2000,0.0,0.0,0.0
2015-03-03 00:00:00-05:00,38.18637534737469,38.20321647224746,38.18637534737469,38.19479751586914,3500,0.0,0.0,0.0
2015-03-04 00:00:00-05:00,38.03479604714723,38.16952500224625,37.95901582807666,37.99269485473633,2700,0.0,0.0,0.0
2015-03-05 00:00:00-05:00,38.09375762939453,38.09375762939453,38.09375762939453,38.09375762939453,200,0.0,0.0,0.0
2015-03-06 00:00:00-05:00,37.72325942613515,37.72325942613515,37.529591288915725,37.53801345825195,1200,0.0,0.0,0.0
2015-03-09 00:00:00-04:00,37.67274642440137,37.7401077313219,37.63906416488257,37.7232666015625,13300,0.0,0.0,0.0
2015-03-10 00:00:00-04:00,37.50430552118117,37.50430552118117,37.192749711431496,37.201171875,2400,0.0,0.0,0.0
2015-03-11 00:00:00-04:00,37.15909951295563,37.15909951295563,37.04963378646656,37.06647491455078,6600,0.0,0.0,0.0
2015-03-12 00:00:00-04:00,37.34432985627352,37.42853546142578,37.33591090181599,37.42853546142578,1800,0.0,0.0,0.0
2015-03-13 00:00:00-04:00,37.47907292574435,37.47907292574435,37.108577728271484,37.108577728271484,1800,0.0,0.0,0.0
2015-03-16 00:00:00-04:00,37.44538614598095,37.75693893432617,37.44538614598095,37.75693893432617,38700,0.0,0.0,0.0
2015-03-17 00:00:00-04:00,37.68956451874684,37.72324676055004,37.521159733961575,37.70640563964844,3800,0.0,0.0,0.0
2015-03-18 00:00:00-04:00,37.50433097711375,38.00113296508789,37.47064872420653,38.00113296508789,1900,0.0,0.0,0.0
2015-03-19 00:00:00-04:00,37.99270842703404,37.99270842703404,37.91692496877593,37.94218826293945,1200,0.0,0.0,0.0
2015-03-20 00:00:00-04:00,38.26215600095695,38.32109832763672,38.26215600095695,38.32109832763672,700,0.0,0.0,0.0
2015-03-23 00:00:00-04:00,38.41373062133789,38.41373062133789,38.41373062133789,38.41373062133789,900,0.0,0.0,0.0
2015-03-24 00:00:00-04:00,38.25372138836101,38.25372138836101,38.118995666503906,38.118995666503906,1200,0.0,0.0,0.0
2015-03-25 00:00:00-04:00,38.15876531113585,38.15876531113585,37.54125520622487,37.56663131713867,2100,0.207,0.0,0.0
2015-03-26 00:00:00-04:00,37.346697715505314,37.38899230957031,37.26210530050463,37.38899230957031,2900,0.0,0.0,0.0
2015-03-27 00:00:00-04:00,37.422842872257725,37.46513748168945,37.38054503595414,37.46513748168945,2400,0.0,0.0,0.0
2015-03-30 00:00:00-04:00,37.76966919324696,37.913471531099084,37.66815824395714,37.89655303955078,97000,0.0,0.0,0.0
2015-03-31 00:00:00-04:00,37.811945908022025,37.8288643915609,37.6596827830429,37.66814041137695,2400,0.0,0.0,0.0
2015-04-01 00:00:00-04:00,37.541255429700854,37.541255429700854,37.23672918943977,37.38899230957031,5800,0.0,0.0,0.0
2015-04-02 00:00:00-04:00,37.4059134666414,37.61738967895508,37.4059134666414,37.61738967895508,1100,0.0,0.0,0.0
2015-04-06 00:00:00-04:00,37.38053572948874,37.88808059692383,37.38053572948874,37.88808059692383,1300,0.0,0.0,0.0
2015-04-07 00:00:00-04:00,37.85425811542379,37.99806045210323,37.85425811542379,37.91347122192383,1100,0.0,0.0,0.0
2015-04-08 00:00:00-04:00,37.93037655233563,37.93037655233563,37.78657103868121,37.8288688659668,8800,0.0,0.0,0.0
2015-04-09 00:00:00-04:00,37.93037145143906,38.048797607421875,37.845782261985825,38.048797607421875,2900,0.0,0.0,0.0
2015-04-10 00:00:00-04:00,38.184152841448046,38.260284423828125,38.17569521090432,38.260284423828125,2200,0.0,0.0,0.0
2015-04-13 00:00:00-04:00,38.26026862557,38.27718710654318,38.10800552368164,38.10800552368164,2500,0.0,0.0,0.0
2015-04-14 00:00:00-04:00,37.981122198524105,38.1672190376534,37.90499064669428,38.09954833984375,14000,0.0,0.0,0.0
2015-04-15 00:00:00-04:00,38.23490037911254,38.39562114109851,38.23490037911254,38.27719497680664,5500,0.0,0.0,0.0
2015-04-16 00:00:00-04:00,38.32795837566447,38.32795837566447,38.22644744790995,38.260284423828125,8100,0.0,0.0,0.0
2015-04-17 00:00:00-04:00,37.972671619039616,37.972671619039616,37.769656243809,37.78657150268555,3900,0.0,0.0,0.0
2015-04-20 00:00:00-04:00,38.10801045970882,38.226436614990234,38.10801045970882,38.226436614990234,1900,0.0,0.0,0.0
2015-04-21 00:00:00-04:00,38.33641077391067,38.33641077391067,38.15877151489258,38.15877151489258,1200,0.0,0.0,0.0
2015-04-22 00:00:00-04:00,38.25182071717645,38.37870451640731,38.25182071717645,38.37024688720703,5500,0.0,0.0,0.0
2015-04-23 00:00:00-04:00,38.30256675355759,38.47174835205078,38.285648271021216,38.47174835205078,8900,0.0,0.0,0.0
2015-04-24 00:00:00-04:00,38.44637821066816,38.54788589477539,38.41254124034205,38.54788589477539,4900,0.0,0.0,0.0
2015-04-27 00:00:00-04:00,38.717050159206245,38.717050159206245,38.294097900390625,38.294097900390625,2500,0.0,0.0,0.0
2015-04-28 00:00:00-04:00,38.45482635498047,38.45482635498047,38.45482635498047,38.45482635498047,100,0.0,0.0,0.0
2015-04-29 00:00:00-04:00,38.20106280778548,38.311031341552734,38.14184972657333,38.311031341552734,900,0.0,0.0,0.0
2015-04-30 00:00:00-04:00,38.06571797844269,38.091094091162965,37.79502868652344,37.79502868652344,3500,0.0,0.0,0.0
2015-05-01 00:00:00-04:00,38.1672293375698,38.32795333862305,38.1672293375698,38.32795333862305,1100,0.0,0.0,0.0
2015-05-04 00:00:00-04:00,38.33640812199499,38.57326045096822,38.33640812199499,38.43791580200195,4500,0.0,0.0,0.0
2015-05-05 00:00:00-04:00,38.40409810538299,38.40409810538299,37.89655303955078,37.89655303955078,3200,0.0,0.0,0.0
2015-05-06 00:00:00-04:00,38.06572090485571,38.06572090485571,37.845787048339844,37.845787048339844,4100,0.0,0.0,0.0
2015-05-07 00:00:00-04:00,37.71043776489817,38.06571623418595,37.71043776489817,38.05725860595703,4200,0.0,0.0,0.0
2015-05-08 00:00:00-04:00,38.37023381210106,38.44636535644531,38.37023381210106,38.44636535644531,600,0.0,0.0,0.0
2015-05-11 00:00:00-04:00,38.404081996759906,38.514047305390385,38.27719497680664,38.27719497680664,3200,0.0,0.0,0.0
2015-05-12 00:00:00-04:00,38.07417379310573,38.22643691591496,38.07417379310573,38.20951843261719,600,0.0,0.0,0.0
2015-05-13 00:00:00-04:00,38.35333248120444,38.35333248120444,38.19261169433594,38.19261169433594,1000,0.0,0.0,0.0
2015-05-14 00:00:00-04:00,38.36177454030856,38.55633544921875,38.36177454030856,38.55633544921875,1600,0.0,0.0,0.0
2015-05-15 00:00:00-04:00,38.590178839230525,38.62401580810547,38.55634509722654,38.62401580810547,3300,0.0,0.0,0.0
2015-05-18 00:00:00-04:00,38.63247088531433,38.75090026855469,38.63247088531433,38.75090026855469,600,0.0,0.0,0.0
2015-05-19 00:00:00-04:00,38.74242679342409,38.78472137451172,38.700132212336456,38.78472137451172,18600,0.0,0.0,0.0
2015-05-20 00:00:00-04:00,38.708595275878906,38.708595275878906,38.708595275878906,38.708595275878906,400,0.0,0.0,0.0
2015-05-21 00:00:00-04:00,38.77627003951914,38.84394073486328,38.77627003951914,38.84394073486328,400,0.0,0.0,0.0
2015-05-22 00:00:00-04:00,38.886247380554124,38.886247380554124,38.79319732981329,38.810115814208984,1000,0.0,0.0,0.0
2015-05-26 00:00:00-04:00,38.45482994477154,38.45482994477154,38.20951678781987,38.285648345947266,900,0.0,0.0,0.0
2015-05-27 00:00:00-04:00,38.64938512163429,38.75935363769531,38.64938512163429,38.75935363769531,1700,0.0,0.0,0.0
2015-05-28 00:00:00-04:00,38.700157612710164,38.700157612710164,38.69169998168945,38.69169998168945,61700,0.0,0.0,0.0
2015-05-29 00:00:00-04:00,38.42944687693881,38.53941538029606,38.42944687693881,38.44636535644531,1900,0.0,0.0,0.0
2015-06-01 00:00:00-04:00,38.44636535644531,38.44636535644531,38.44636535644531,38.44636535644531,900,0.0,0.0,0.0
2015-06-02 00:00:00-04:00,38.4717591862869,38.50559616088867,38.40408846395488,38.50559616088867,300,0.0,0.0,0.0
2015-06-03 00:00:00-04:00,38.65785413137911,38.65785413137911,38.56480407714844,38.56480407714844,800,0.0,0.0,0.0
2015-06-04 00:00:00-04:00,38.53095591446507,38.53095591446507,38.201053619384766,38.201053619384766,3200,0.0,0.0,0.0
2015-06-05 00:00:00-04:00,38.294110849106055,38.294110849106055,38.150305354510344,38.20951843261719,1900,0.0,0.0,0.0
2015-06-08 00:00:00-04:00,37.97267150878906,37.97267150878906,37.97267150878906,37.97267150878906,200,0.0,0.0,0.0
2015-06-09 00:00:00-04:00,37.90500184438877,37.96421493254101,37.82887027006856,37.93037796020508,1500,0.0,0.0,0.0
2015-06-10 00:00:00-04:00,38.26872675397427,38.446365951235705,38.26872675397427,38.41252899169922,7700,0.0,0.0,0.0
2015-06-11 00:00:00-04:00,38.48021227594404,38.497127532958984,38.48021227594404,38.497127532958984,500,0.0,0.0,0.0
2015-06-12 00:00:00-04:00,38.23489761352539,38.25181609675349,38.23489761352539,38.23489761352539,1000,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,38.048800817480924,38.082637786865234,38.048800817480924,38.082637786865234,900,0.0,0.0,0.0
2015-06-16 00:00:00-04:00,38.124929085978145,38.23489761352539,38.06571600811518,38.23489761352539,3200,0.0,0.0,0.0
2015-06-17 00:00:00-04:00,38.2687350975552,38.38716125488281,38.23489813064138,38.38716125488281,1400,0.0,0.0,0.0
2015-06-18 00:00:00-04:00,38.53096411115893,38.793195768431225,38.505587999022225,38.70014572143555,12900,0.0,0.0,0.0
2015-06-19 00:00:00-04:00,38.74243521960772,38.74243521960772,38.5732536315918,38.5732536315918,2700,0.0,0.0,0.0
2015-06-22 00:00:00-04:00,38.70015549634712,38.85241866136772,38.70015549634712,38.77628707885742,12000,0.0,0.0,0.0
2015-06-23 00:00:00-04:00,38.86086804052511,38.86086804052511,38.810115814208984,38.810115814208984,1800,0.0,0.0,0.0
2015-06-24 00:00:00-04:00,38.98258590698242,38.98258590698242,38.98258590698242,38.98258590698242,0,0.203,0.0,0.0
2015-06-25 00:00:00-04:00,38.63424242667864,38.63424242667864,38.44731521606445,38.44731521606445,1700,0.0,0.0,0.0
2015-06-26 00:00:00-04:00,38.32835388183594,38.32835388183594,38.32835388183594,38.32835388183594,1800,0.0,0.0,0.0
2015-06-29 00:00:00-04:00,38.02248080840892,38.030976026031546,37.59764862060547,37.59764862060547,2200,0.0,0.0,0.0
2015-06-30 00:00:00-04:00,37.895016074532464,37.97148597017624,37.65711117306792,37.81005096435547,1400,0.0,0.0,0.0
2015-07-01 00:00:00-04:00,37.96300316370973,37.98849205685154,37.83555221557617,37.83555221557617,1500,0.0,0.0,0.0
2015-07-02 00:00:00-04:00,37.85253143310547,37.85253143310547,37.85253143310547,37.85253143310547,400,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,37.5806468328598,37.818551769493126,37.5806468328598,37.674110412597656,1300,0.0,0.0,0.0
2015-07-07 00:00:00-04:00,37.54666899229892,37.99699333219899,37.44471017096093,37.988494873046875,11900,0.0,0.0,0.0
2015-07-08 00:00:00-04:00,37.59763894552389,37.59763894552389,37.43620392253745,37.461692810058594,68700,0.0,0.0,0.0
2015-07-09 00:00:00-04:00,37.85253997893015,37.85253997893015,37.51267623901367,37.51267623901367,9800,0.0,0.0,0.0
2015-07-10 00:00:00-04:00,37.929018623832,37.988494873046875,37.86954237461713,37.988494873046875,25900,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,38.311370051179324,38.311370051179324,38.226404902950414,38.294376373291016,10100,0.0,0.0,0.0
2015-07-14 00:00:00-04:00,38.43031133460527,38.56625747680664,38.43031133460527,38.56625747680664,1900,0.0,0.0,0.0
2015-07-15 00:00:00-04:00,38.58324237073316,38.634223377913145,38.438801045539634,38.45579147338867,2300,0.0,0.0,0.0
2015-07-16 00:00:00-04:00,38.702208062281194,38.787176436669306,38.702208062281194,38.75318908691406,2400,0.0,0.0,0.0
2015-07-17 00:00:00-04:00,38.76167619361815,38.82965087890625,38.72769209218549,38.82965087890625,4800,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,38.9401027943593,38.9401027943593,38.76167089049563,38.80415344238281,3500,0.0,0.0,0.0
2015-07-21 00:00:00-04:00,38.90612941749294,38.90612941749294,38.65123077349076,38.676719665527344,6600,0.0,0.0,0.0
2015-07-22 00:00:00-04:00,38.50678493702166,38.6342358755949,38.50678493702166,38.55776596069336,4400,0.0,0.0,0.0
2015-07-23 00:00:00-04:00,38.60024245030622,38.60024245030622,38.33684539794922,38.33684539794922,3900,0.0,0.0,0.0
2015-07-24 00:00:00-04:00,38.362342834472656,38.362342834472656,38.362342834472656,38.362342834472656,700,0.0,0.0,0.0
2015-07-27 00:00:00-04:00,37.78457260131836,37.78457260131836,37.78457260131836,37.78457260131836,1000,0.0,0.0,0.0
2015-07-28 00:00:00-04:00,37.79306340580319,38.2178955078125,37.79306340580319,38.2178955078125,6200,0.0,0.0,0.0
2015-07-29 00:00:00-04:00,38.421820105052745,38.421820105052745,38.39632797241211,38.39632797241211,2500,0.0,0.0,0.0
2015-07-30 00:00:00-04:00,38.498271250438265,38.498271250438265,38.455785463822146,38.48977279663086,3100,0.0,0.0,0.0
2015-07-31 00:00:00-04:00,38.566262168544604,38.566262168544604,38.40482711791992,38.40482711791992,1100,0.0,0.0,0.0
2015-08-03 00:00:00-04:00,38.50678984562117,38.50678984562117,38.217903823746894,38.226402282714844,4000,0.0,0.0,0.0
2015-08-04 00:00:00-04:00,38.345351180411875,38.353846397370255,38.17541767033532,38.24338912963867,2400,0.0,0.0,0.0
2015-08-05 00:00:00-04:00,38.39632865981689,38.40482711791992,38.39632865981689,38.40482711791992,1000,0.0,0.0,0.0
2015-08-06 00:00:00-04:00,38.2178955078125,38.2178955078125,38.2178955078125,38.2178955078125,500,0.0,0.0,0.0
2015-08-07 00:00:00-04:00,37.97149948348146,37.97149948348146,37.94601058959961,37.94601058959961,1600,0.0,0.0,0.0
2015-08-10 00:00:00-04:00,38.209396649839476,38.49828258131807,38.209396649839476,38.48128890991211,5800,0.0,0.0,0.0
2015-08-11 00:00:00-04:00,38.15842143021463,38.15842143021463,37.996986389160156,37.996986389160156,1300,0.0,0.0,0.0
2015-08-12 00:00:00-04:00,37.56366374755988,38.09895324707031,37.56366374755988,38.09895324707031,8600,0.0,0.0,0.0
2015-08-13 00:00:00-04:00,38.09895324707031,38.09895324707031,38.09895324707031,38.09895324707031,0,0.0,0.0,0.0
2015-08-14 00:00:00-04:00,38.14142559980235,38.2178955078125,38.14142559980235,38.2178955078125,800,0.0,0.0,0.0
2015-08-17 00:00:00-04:00,38.183899936190436,38.464290618896484,38.183899936190436,38.464290618896484,5100,0.0,0.0,0.0
2015-08-18 00:00:00-04:00,38.39632323887224,38.42181536837018,38.31135811711014,38.37083435058594,2500,0.0,0.0,0.0
2015-08-19 00:00:00-04:00,37.996988220213595,38.04796600341797,37.996988220213595,38.04796600341797,2300,0.0,0.0,0.0
2015-08-20 00:00:00-04:00,37.81855411548379,37.81855411548379,37.223791737005705,37.283267974853516,14000,0.0,0.0,0.0
2015-08-21 00:00:00-04:00,36.960397650626376,36.960397650626376,36.17020957948843,36.20419692993164,8000,0.0,0.0,0.0
2015-08-24 00:00:00-04:00,33.12841018129948,35.685898120466355,31.93038373118944,34.53885269165039,13900,0.0,0.0,0.0
2015-08-25 00:00:00-04:00,36.44209826052513,36.44209826052513,34.61532211303711,34.61532211303711,227300,0.0,0.0,0.0
2015-08-26 00:00:00-04:00,35.26955687622418,35.41400146484375,34.49636264174002,35.41400146484375,10100,0.0,0.0,0.0
2015-08-27 00:00:00-04:00,36.08523428696344,36.41660275747754,35.906802367969426,36.32313919067383,7700,0.0,0.0,0.0
2015-08-28 00:00:00-04:00,36.19569710530911,36.50157676532664,36.19569710530911,36.442100524902344,4400,0.0,0.0,0.0
2015-08-31 00:00:00-04:00,36.20419624247933,36.37412975025653,36.1277263260402,36.19569778442383,8000,0.0,0.0,0.0
2015-09-01 00:00:00-04:00,35.30354324254981,35.45648304216784,35.01465731451702,35.133609771728516,11500,0.0,0.0,0.0
2015-09-02 00:00:00-04:00,35.50746515429936,35.50746515429936,35.09962675643746,35.4224967956543,6900,0.0,0.0,0.0
2015-09-03 00:00:00-04:00,35.73687487061875,35.983275007728295,35.68589385541773,35.85582733154297,70500,0.0,0.0,0.0
2015-09-04 00:00:00-04:00,35.38852161460611,35.38852161460611,35.17610552626205,35.36302947998047,4500,0.0,0.0,0.0
2015-09-08 00:00:00-04:00,35.82184405037688,36.127723693847656,35.67740268607782,36.127723693847656,22400,0.0,0.0,0.0
2015-09-09 00:00:00-04:00,36.501569949754426,36.535557292568484,35.847328186035156,35.847328186035156,1400,0.0,0.0,0.0
2015-09-10 00:00:00-04:00,35.804847717285156,35.804847717285156,35.804847717285156,35.804847717285156,100,0.0,0.0,0.0
2015-09-11 00:00:00-04:00,35.549950025673766,35.83033752441406,35.524461137027835,35.83033752441406,2800,0.0,0.0,0.0
2015-09-14 00:00:00-04:00,35.71138542619524,35.7453727722168,35.643413975363835,35.7453727722168,2300,0.0,0.0,0.0
2015-09-15 00:00:00-04:00,36.00027067704316,36.19569305100676,36.00027067704316,36.170204162597656,3200,0.0,0.0,0.0
2015-09-16 00:00:00-04:00,36.17020474253412,36.535560607910156,36.17020474253412,36.535560607910156,6800,0.0,0.0,0.0
2015-09-17 00:00:00-04:00,36.6205416579677,36.81596736126828,36.46760177612305,36.46760177612305,2800,0.0,0.0,0.0
2015-09-18 00:00:00-04:00,36.28066207237678,36.28066207237678,35.90680774913432,35.92380142211914,1400,0.0,0.0,0.0
2015-09-21 00:00:00-04:00,36.10223911422726,36.28916306438936,35.97478816716073,36.0512580871582,2800,0.0,0.0,0.0
2015-09-22 00:00:00-04:00,35.736874744218554,35.736874744218554,35.27805533266669,35.41400146484375,10000,0.0,0.0,0.0
2015-09-23 00:00:00-04:00,35.54144740502793,35.54144740502793,35.2015805015701,35.30353927612305,3100,0.0,0.0,0.0
2015-09-24 00:00:00-04:00,35.03165375829342,35.150606224919386,34.66629790153559,35.09962844848633,1500,0.0,0.0,0.0
2015-09-25 00:00:00-04:00,35.33531382359558,35.38654708862305,35.33531382359558,35.38654708862305,1500,0.206,0.0,0.0
2015-09-28 00:00:00-04:00,34.81442211402869,34.81442211402869,34.1569013717282,34.182518005371094,4100,0.0,0.0,0.0
2015-09-29 00:00:00-04:00,34.16543003093423,34.20812875219974,34.028802592267816,34.11419677734375,2900,0.0,0.0,0.0
2015-09-30 00:00:00-04:00,34.31061871062007,34.5838737487793,34.31061871062007,34.5838737487793,300,0.0,0.0,0.0
2015-10-01 00:00:00-04:00,34.82295232868815,34.82295232868815,34.37037452637866,34.566776275634766,1900,0.0,0.0,0.0
2015-10-02 00:00:00-04:00,34.35330240113645,35.24138259887695,34.35330240113645,35.24138259887695,8200,0.0,0.0,0.0
2015-10-05 00:00:00-04:00,35.64272980134395,36.044071197509766,35.64272980134395,36.044071197509766,2500,0.0,0.0,0.0
2015-10-06 00:00:00-04:00,36.01845873114241,36.026996524620806,35.83059470005267,35.91598892211914,8700,0.0,0.0,0.0
2015-10-07 00:00:00-04:00,35.95013890987894,36.18069839477539,35.95013890987894,36.18069839477539,400,0.0,0.0,0.0
2015-10-08 00:00:00-04:00,36.53935052766925,36.59058380126953,36.53935052766925,36.59058380126953,1000,0.0,0.0,0.0
2015-10-09 00:00:00-04:00,36.69305419921875,36.69305419921875,36.69305419921875,36.69305419921875,200,0.0,0.0,0.0
2015-10-12 00:00:00-04:00,36.68451542466851,36.68451542466851,36.564966777590946,36.61620330810547,7400,0.0,0.0,0.0
2015-10-13 00:00:00-04:00,36.599116426814476,36.599116426814476,36.36855697631836,36.36855697631836,6000,0.0,0.0,0.0
2015-10-14 00:00:00-04:00,36.419802527129114,36.419802527129114,36.325870513916016,36.325870513916016,2600,0.0,0.0,0.0
2015-10-15 00:00:00-04:00,36.2404667860369,36.64181137084961,36.13799700644098,36.64181137084961,22600,0.0,0.0,0.0
2015-10-16 00:00:00-04:00,36.64181137084961,36.64181137084961,36.64181137084961,36.64181137084961,0,0.0,0.0,0.0
2015-10-19 00:00:00-04:00,36.599122636355986,36.67597579956055,36.599122636355986,36.67597579956055,79200,0.0,0.0,0.0
2015-10-20 00:00:00-04:00,36.7442979777156,36.7442979777156,36.6674447934594,36.71868133544922,1900,0.0,0.0,0.0
2015-10-21 00:00:00-04:00,36.76136963454644,36.76136963454644,36.325870513916016,36.325870513916016,2200,0.0,0.0,0.0
2015-10-22 00:00:00-04:00,36.81261500777752,36.95778033036645,36.786998364369396,36.91508483886719,28300,0.0,0.0,0.0
2015-10-23 00:00:00-04:00,36.98336808044719,37.09437561035156,36.98336808044719,37.09437561035156,1700,0.0,0.0,0.0
2015-10-26 00:00:00-04:00,36.99192904563617,36.99192904563617,36.923616927313624,36.966312408447266,1400,0.0,0.0,0.0
2015-10-27 00:00:00-04:00,36.761356353759766,36.761356353759766,36.61619111847899,36.761356353759766,1700,0.0,0.0,0.0
2015-10-28 00:00:00-04:00,36.795525556176315,37.21394907018764,36.795525556176315,37.145633697509766,17900,0.0,0.0,0.0
2015-10-29 00:00:00-04:00,37.12001479332375,37.23102238095796,37.10293595119786,37.22248458862305,3100,0.0,0.0,0.0
2015-10-30 00:00:00-04:00,37.22249368890171,37.40181668888096,37.145640509273896,37.29080581665039,1800,0.0,0.0,0.0
2015-11-02 00:00:00-05:00,37.36765286377474,37.64091110229492,37.36765286377474,37.64091110229492,1700,0.0,0.0,0.0
2015-11-03 00:00:00-05:00,37.751914978027344,37.751914978027344,37.751914978027344,37.751914978027344,1900,0.0,0.0,0.0
2015-11-04 00:00:00-05:00,37.62383225879639,37.709223218832726,37.5725957283008,37.64091110229492,3000,0.0,0.0,0.0
2015-11-05 00:00:00-05:00,37.640912379143366,37.640912379143366,37.58113479614258,37.58113479614258,800,0.0,0.0,0.0
2015-11-06 00:00:00-05:00,37.4188777128612,37.504268646240234,37.4188777128612,37.504268646240234,500,0.0,0.0,0.0
2015-11-09 00:00:00-05:00,37.47865390848535,37.47865390848535,37.14562469106864,37.18832015991211,2600,0.0,0.0,0.0
2015-11-10 00:00:00-05:00,37.111476661878996,37.25664520263672,37.07731897494114,37.25664520263672,112400,0.0,0.0,0.0
2015-11-11 00:00:00-05:00,37.29078955540738,37.29078955540738,37.04315453566463,37.21393966674805,17900,0.0,0.0,0.0
